number_data,train_loss,val_loss,mIoU
1,0.033140894025564194,3.0975804328918457,37.91434168815613
3,0.15846724808216095,1.7785208225250244,37.35702931880951
6,0.2353627234697342,1.2169021368026733,41.82888865470886
9,0.2877233922481537,0.8876877427101135,42.19486713409424
12,0.34285545349121094,0.7872494459152222,42.81777739524841
15,0.45372632145881653,0.7586631178855896,43.623894453048706
18,0.4002361595630646,0.6832215785980225,48.787254095077515
21,0.41034385561943054,0.7064498662948608,46.94011211395264
24,0.43921950459480286,0.6633191704750061,49.31771159172058
27,0.46257755160331726,0.6478316187858582,51.14922523498535
30,0.4699842631816864,0.6202331185340881,50.77362060546875
33,0.6940644979476929,0.675990641117096,43.688422441482544
36,0.4569687843322754,0.6610050797462463,42.60571599006653
39,0.5580083131790161,0.5921704769134521,49.74991977214813
42,0.5145421028137207,0.6674994230270386,43.75140368938446
45,0.5248094797134399,0.5788881182670593,55.31858801841736
48,0.49519580602645874,0.5866803526878357,54.42401170730591
51,0.5082457661628723,0.5944035053253174,56.58935308456421
54,0.5326447486877441,0.5920082926750183,46.17476761341095
57,0.5030028223991394,0.6364476084709167,54.81105446815491
60,0.4974121153354645,0.5913930535316467,56.27105236053467
63,0.5102378129959106,0.5726379752159119,56.678223609924316
66,0.7384910583496094,0.5541595220565796,49.20121729373932
69,0.5594753623008728,0.5726072788238525,57.37115144729614
72,0.5058857202529907,0.5779924988746643,53.807586431503296
75,0.4975787103176117,0.5728346705436707,56.570273637771606
78,0.49550509452819824,0.5748569965362549,51.546692848205566
81,0.4641641080379486,0.5444791316986084,60.32686233520508
84,0.5161720514297485,0.5827383995056152,51.576799154281616
87,0.47858214378356934,0.6050576567649841,55.45430779457092
90,0.49673014879226685,0.5618732571601868,57.194894552230835
93,0.4858217239379883,0.5440539717674255,55.66049814224243
96,0.4707518517971039,0.6602095365524292,49.467653036117554
99,0.5529027581214905,0.5886834859848022,56.00423812866211
102,0.5398072004318237,0.7422171235084534,39.67747092247009
105,0.48682722449302673,0.5314356088638306,57.908785343170166
108,0.4603324234485626,0.5003856420516968,59.5342218875885
111,0.4526318609714508,0.4908352494239807,60.09066700935364
114,0.519183874130249,0.5117163062095642,56.96505904197693
117,0.5019614696502686,0.5167057514190674,57.89527893066406
120,0.5518322587013245,0.5579326748847961,47.39989936351776
123,0.4717167019844055,0.5347704291343689,58.97294282913208
126,0.5290671586990356,0.551776647567749,51.94500684738159
129,0.6092695593833923,0.5883645415306091,51.50420069694519
132,0.5119896531105042,0.6068090200424194,51.42991542816162
135,0.5317474603652954,0.6774191856384277,53.30770015716553
138,0.4699704349040985,0.5704156160354614,50.70481896400452
141,0.5577067732810974,0.5462682247161865,52.182865142822266
144,0.4791398048400879,0.5471732020378113,57.460176944732666
147,0.4728681743144989,0.5096889138221741,61.85128688812256
150,0.5020961165428162,0.5729830265045166,46.73409163951874
153,0.5010959506034851,0.5285243988037109,60.00758409500122
156,0.4550556242465973,0.5338298678398132,48.84997606277466
159,0.5579690933227539,0.5474305748939514,56.74833655357361
162,0.5165855288505554,0.555924654006958,47.759100794792175
165,0.5499712824821472,0.5082579851150513,58.16090106964111
168,0.4789019227027893,0.5035973787307739,59.029340744018555
171,0.500605046749115,0.50309818983078,62.869954109191895
174,0.45798349380493164,0.49108460545539856,60.010308027267456
177,0.4699179530143738,0.5532345175743103,59.58268642425537
180,0.45503127574920654,0.5472181439399719,57.31741189956665
183,0.45043450593948364,0.5662541389465332,51.00632309913635
