number_data,train_loss,val_loss,mIoU
3,0.02564907632768154,2.7935702800750732,28.908473253250122
6,0.03339402377605438,1.932056188583374,36.37588918209076
9,0.03286072611808777,1.5888773202896118,41.14697575569153
12,0.0344194658100605,1.6288938522338867,42.07569360733032
15,0.03284059092402458,1.6709238290786743,40.018343925476074
18,0.03181678429245949,1.1972278356552124,46.51848077774048
21,0.03147147223353386,0.9235521554946899,50.048041343688965
24,0.030178584158420563,0.8049031496047974,56.588637828826904
27,0.030683713033795357,0.864464282989502,55.768316984176636
30,0.03176465630531311,0.8637310862541199,56.600821018218994
33,0.3044639527797699,0.9248186349868774,45.94031274318695
36,0.42221277952194214,0.5144257545471191,68.80888938903809
39,0.09976400434970856,0.36931177973747253,73.83205890655518
42,0.0812288373708725,0.42126086354255676,72.48294949531555
45,0.06636609137058258,0.4099193513393402,75.42102336883545
48,0.07379653304815292,0.3749266266822815,73.82909655570984
51,0.0679328590631485,0.37440356612205505,68.70412826538086
54,0.04678981751203537,0.3487051725387573,75.39348006248474
57,0.0545714907348156,0.33987388014793396,77.16543674468994
60,0.04282671958208084,0.36851900815963745,76.55121684074402
63,0.0665745735168457,0.3577972650527954,73.82820248603821
66,0.12322001159191132,0.38832882046699524,71.55715823173523
69,0.11581908911466599,0.32969963550567627,75.37938952445984
72,0.06349602341651917,0.2735828161239624,80.61967492103577
75,0.06326308846473694,0.31312528252601624,80.29831647872925
78,0.06936370581388474,0.5176270604133606,67.6167368888855
81,0.04386943578720093,0.3596380054950714,78.69137525558472
84,0.0377844013273716,0.30637845396995544,81.25184774398804
87,0.061069976538419724,0.5496779084205627,73.55054020881653
90,0.04336126148700714,0.28796347975730896,80.3300678730011
93,0.036409299820661545,0.31433090567588806,81.38294219970703
96,0.0440903976559639,0.2966659963130951,79.1007399559021
99,0.1134861558675766,0.27125677466392517,80.72180151939392
102,0.07288751006126404,0.22425857186317444,83.47254991531372
105,0.06972204148769379,0.41383183002471924,74.9625563621521
108,0.08559563755989075,0.30444303154945374,78.9686381816864
111,0.07092449069023132,0.3482321500778198,80.88335990905762
114,0.05322892218828201,0.31189611554145813,80.45756816864014
117,0.0396859273314476,0.30979201197624207,79.89839911460876
120,0.032596006989479065,0.2791782319545746,81.45575523376465
123,0.04352683573961258,0.3758487403392792,77.37926244735718
126,0.036401260644197464,0.23908580839633942,84.56692099571228
129,0.21686065196990967,0.2980629801750183,75.87031126022339
132,0.12539538741111755,0.2349434792995453,83.5336685180664
135,0.0488920733332634,0.22661787271499634,85.14789342880249
138,0.03882887586951256,0.1925072968006134,87.20306754112244
141,0.07149020582437515,0.26546746492385864,83.59543085098267
144,0.04512959346175194,0.25558075308799744,84.13453102111816
147,0.06074552610516548,0.2082110345363617,86.94962859153748
150,0.03488532826304436,0.22859004139900208,86.01239919662476
153,0.036712583154439926,0.2228691130876541,85.94292402267456
156,0.03592967614531517,0.234939306974411,85.18996238708496
159,0.04555417224764824,0.23259234428405762,85.23968458175659
162,0.28983932733535767,0.19454044103622437,84.16868448257446
165,0.07504831254482269,0.202693909406662,85.8743965625763
168,0.06476360559463501,0.17303234338760376,88.55509757995605
171,0.06672252714633942,0.20926450192928314,84.36175584793091
174,0.04763021320104599,0.23931795358657837,82.50827193260193
177,0.03462924808263779,0.2377365380525589,85.41190028190613
180,0.03339904546737671,0.2319369912147522,85.49699783325195
183,0.050660744309425354,0.22596918046474457,85.45509576797485
